,created_on,message,player
0,2016-07-13 18:01:02.552,One more plug for #TheOpen preview where I fancy two Englishmen to contend at #RoyalTroon https://t.co/deHK6XpLRL #TheOpenChampionship,lee westwood
0,2016-07-13 18:01:02.552,One more plug for #TheOpen preview where I fancy two Englishmen to contend at #RoyalTroon https://t.co/deHK6XpLRL #TheOpenChampionship,william mcgirt
0,2016-07-13 18:01:02.552,One more plug for #TheOpen preview where I fancy two Englishmen to contend at #RoyalTroon https://t.co/deHK6XpLRL #TheOpenChampionship,branden grace
0,2016-07-13 18:01:02.552,One more plug for #TheOpen preview where I fancy two Englishmen to contend at #RoyalTroon https://t.co/deHK6XpLRL #TheOpenChampionship,jordan spieth
0,2016-07-13 18:01:02.552,One more plug for #TheOpen preview where I fancy two Englishmen to contend at #RoyalTroon https://t.co/deHK6XpLRL #TheOpenChampionship,rickie fowler
0,2016-07-13 18:58:09.718,"@Daj5mg - The last times Els missed the cut at both the Masters and the U.S. Open in the same year, he finished T11 and T8 at the @TheOpen",ernie els
0,2016-07-13 19:28:34.713,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",jason day
0,2016-07-13 19:28:34.713,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",dustin johnson
0,2016-07-13 19:28:34.713,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",phil mickelson
0,2016-07-13 19:28:34.713,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",andy sullivan
0,2016-07-13 19:28:34.713,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",martin kaymer
0,2016-07-18 15:10:57.660,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",michael johnson
0,2016-07-18 15:10:57.660,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",taylor moore
0,2016-07-18 15:10:57.660,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",adam cornelson
0,2016-07-18 15:10:57.660,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",jhonattan vegas
0,2016-07-18 15:10:57.660,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",richard h.
0,2016-07-18 15:32:28.108,"First field ▲s at @RBCCanadianOpen, part 1 of 2: OUT @Abraham_Ancer (bumped to 1st ALT) @carballotati (bumped to 2nd ALT) @mattjonesgolf",matt jones
0,2016-07-18 15:32:28.108,"First field ▲s at @RBCCanadianOpen, part 1 of 2: OUT @Abraham_Ancer (bumped to 1st ALT) @carballotati (bumped to 2nd ALT) @mattjonesgolf",abraham ancer
0,2016-07-18 16:30:11.622,"Form, History, Trends &amp; Stats for the Canadian Open: https://t.co/5FetRhs2cS",brandt snedeker
0,2016-07-18 16:30:11.622,"Form, History, Trends &amp; Stats for the Canadian Open: https://t.co/5FetRhs2cS",tom hoge
0,2016-07-18 16:30:11.622,"Form, History, Trends &amp; Stats for the Canadian Open: https://t.co/5FetRhs2cS",david hearn
0,2016-07-18 16:30:11.622,"Form, History, Trends &amp; Stats for the Canadian Open: https://t.co/5FetRhs2cS",jim furyk
0,2016-07-18 16:30:11.622,"Form, History, Trends &amp; Stats for the Canadian Open: https://t.co/5FetRhs2cS",jason day
0,2016-07-18 16:30:11.622,"Form, History, Trends &amp; Stats for the Canadian Open: https://t.co/5FetRhs2cS",dustin johnson
0,2016-07-18 16:30:11.622,"Form, History, Trends &amp; Stats for the Canadian Open: https://t.co/5FetRhs2cS",matt kuchar
0,2016-07-18 16:40:22.771,"Damn....was calling Si Woo Kim ""See"" last night. Addled brain due to over-tweeting. Wonder if he can go well in Canada?",si woo
0,2016-07-18 17:01:24.898,"Roberto Castro 80-1 e/w... led field in SG: tee to green last week (barbasol), pretty decent par 5 scorer, 6th here in 2013",roberto castro
0,2016-07-18 17:02:15.222,Absolutely astounded to see 90/1 on one man in particular. Would have thought this course would be pretty perfect and expected 50/1 tops,colt knost
0,2016-07-18 17:50:58.660,"Mike Weir at $6,600. Really getting a bump for home field advantage this week.",mike weir
0,2016-07-18 17:52:49.673,"RBC Canadian Open: G DeLaet 60/1, C Knost 90/1, T Potter Jnr 300/1",graham delaet
0,2016-07-18 17:52:49.673,"RBC Canadian Open: G DeLaet 60/1, C Knost 90/1, T Potter Jnr 300/1"," jr."""
0,2016-07-18 17:52:49.673,"RBC Canadian Open: G DeLaet 60/1, C Knost 90/1, T Potter Jnr 300/1",colt knost
0,2016-07-18 17:55:58.516,"Grillo only $8500 on DK, looks like we know our top-owned golfer this week.",emiliano grillo
0,2016-07-18 18:14:09.469,Really keen on @BrandtSnedeker at 28/1 to win @RBCCanadianOpen. Comes in off a solid Open and Snedeker has a win and 5th place at Glen Abbey,brandt snedeker
0,2016-07-18 18:43:29.325,Hoge 225/1 and Wilkinson 225/1 are under valued too. The T5/T10/T20 market for them should be juicy.,tim wilkinson
0,2016-07-18 18:43:29.325,Hoge 225/1 and Wilkinson 225/1 are under valued too. The T5/T10/T20 market for them should be juicy.,tom hoge
0,2016-07-18 18:45:26.670,BIG discrepancies between DK Price &amp; Odds this week. McGirt 7700 (50/1) DeLeat 7500 (50/1) Fitzpatrick 6800 (80/1) KT Kim 7400 (66/1),william mcgirt
0,2016-07-18 18:45:26.670,BIG discrepancies between DK Price &amp; Odds this week. McGirt 7700 (50/1) DeLeat 7500 (50/1) Fitzpatrick 6800 (80/1) KT Kim 7400 (66/1),kyung tae
0,2016-07-18 18:45:26.670,BIG discrepancies between DK Price &amp; Odds this week. McGirt 7700 (50/1) DeLeat 7500 (50/1) Fitzpatrick 6800 (80/1) KT Kim 7400 (66/1),matthew fitzpatrick
0,2016-07-18 18:45:26.670,BIG discrepancies between DK Price &amp; Odds this week. McGirt 7700 (50/1) DeLeat 7500 (50/1) Fitzpatrick 6800 (80/1) KT Kim 7400 (66/1),graham delaet
0,2016-07-18 19:34:05.296,@ZdubbsGolf Gonna go ahead and call your boy Varner as a serious threat to take it down this week,harold varner
0,2016-07-19 13:26:46.602,"I'm e/w on McGirt, Hearn, Summerhays &amp; Castro in Canada this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",roberto castro
0,2016-07-19 13:26:46.602,"I'm e/w on McGirt, Hearn, Summerhays &amp; Castro in Canada this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",david hearn
0,2016-07-19 13:26:46.602,"I'm e/w on McGirt, Hearn, Summerhays &amp; Castro in Canada this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",william mcgirt
0,2016-07-19 13:26:46.602,"I'm e/w on McGirt, Hearn, Summerhays &amp; Castro in Canada this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",daniel summerhays
0,2016-07-19 13:51:27.314,"Yet again, Kyle Reifers checks all the boxes for me this week (well, except for course history - but he did finish T20 at the Memorial)",kyle reifers
0,2016-07-19 14:19:04.753,Roberto Castro looks like the perfect GPP pivot from Grillo.,emiliano grillo
0,2016-07-19 14:19:04.753,Roberto Castro looks like the perfect GPP pivot from Grillo.,roberto castro
0,2016-07-19 15:02:44.612,"McGirt has two runner-ups in 5 appearances in Canada, and never missed a cut (T34/2015, T25/2014, T2/2013, T2/2012, T59/2011)",william mcgirt
0,2016-07-19 15:07:05.777,KT Kim has recorded seven wins in the past 12 months on the Japan Golf Tour,kyung tae
0,2016-07-19 15:11:19.373,".@PGATOUR fans get first look at @Dmccarthygolf of @PGATOURCanada @RBCCanadianOpen -- 3 wins in 6 starts, 67.42 scoring average. #PGATour",daniel mccarthy
0,2016-07-19 16:10:38.232,POLL: 2 fav guys under $7k this week. I'll go Fitz and Herman. You?,jim herman
0,2016-07-19 16:10:38.232,POLL: 2 fav guys under $7k this week. I'll go Fitz and Herman. You?,matthew fitzpatrick
0,2016-07-19 16:18:49.584,"There are a lot of overpriced golfers this week, but one who is underpriced near the top-tier is Charley Hoffman.",charley hoffman
0,2016-07-19 16:20:05.461,"Usually don't want to be on a guy just off a playoff loss, but won't be able to live w/ myself is Si Woo breaks thru here. 100-1 is in.",si woo
0,2016-07-19 16:30:11.419,"I think it's Alex Cejka week; he can scramble, has good par 5 scoring as well as birdie or better %. Cejka &amp; Villegas are your S&amp;S bookends.",camilo villegas
0,2016-07-19 16:30:11.419,"I think it's Alex Cejka week; he can scramble, has good par 5 scoring as well as birdie or better %. Cejka &amp; Villegas are your S&amp;S bookends.",alex cejka
0,2016-07-19 16:33:24.490,Today's first field ▲ at the @RBCCanadianOpen: OUT @BrianGayPGA IN @Abraham_Ancer (alternate),brian gay
0,2016-07-19 16:35:18.662,@ThePME harman and blixt,brian harman
0,2016-07-19 16:35:18.662,@ThePME harman and blixt,jonas blixt
0,2016-07-19 16:43:45.945,Anyone who tells you to make @RBCCanadianOpen GPP lineups this week that do not include either Day or DJ is absolutely nuts fyi,jason day
0,2016-07-19 16:43:45.945,Anyone who tells you to make @RBCCanadianOpen GPP lineups this week that do not include either Day or DJ is absolutely nuts fyi,dustin johnson
0,2016-07-19 16:47:11.825,Watch Chris Kirk win this week when absolutely zero % of us are on him.....,chris kirk
0,2016-07-19 16:48:35.783,@ThePME Campbell &amp; Campbell,chad campbell
0,2016-07-19 16:49:30.326,"@ThePME blixt, Cauley, and Campbell",bud cauley
0,2016-07-19 16:49:30.326,"@ThePME blixt, Cauley, and Campbell",chad campbell
0,2016-07-19 16:49:30.326,"@ThePME blixt, Cauley, and Campbell",jonas blixt
0,2016-07-19 17:28:33.995,@NYCPunter @HitTheHighDraw @BenColeyGolf Harman and Fitz seem like auto-bets for me. Also looking at Charley and Hearn.,charley hoffman
0,2016-07-19 17:28:33.995,@NYCPunter @HitTheHighDraw @BenColeyGolf Harman and Fitz seem like auto-bets for me. Also looking at Charley and Hearn.,david hearn
0,2016-07-19 17:28:33.995,@NYCPunter @HitTheHighDraw @BenColeyGolf Harman and Fitz seem like auto-bets for me. Also looking at Charley and Hearn.,brian harman
0,2016-07-19 17:28:33.995,@NYCPunter @HitTheHighDraw @BenColeyGolf Harman and Fitz seem like auto-bets for me. Also looking at Charley and Hearn.,matthew fitzpatrick
0,2016-07-19 17:30:16.141,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,chris kirk
0,2016-07-19 17:30:16.141,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,tony finau
0,2016-07-19 17:30:16.141,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,brian harman
0,2016-07-19 17:30:16.141,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,matthew fitzpatrick
0,2016-07-19 17:30:16.141,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,colt knost
0,2016-07-19 17:30:16.141,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,william mcgirt
0,2016-07-19 17:30:16.141,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,harold varner
0,2016-07-19 17:30:16.141,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,si woo
0,2016-07-19 17:37:32.508,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",harold varner
0,2016-07-19 17:37:32.508,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",kevin streelman
0,2016-07-19 17:37:32.508,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",william mcgirt
0,2016-07-19 17:37:32.508,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",si woo
0,2016-07-19 17:37:32.508,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",jonas blixt
0,2016-07-19 17:37:32.508,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",chris kirk
0,2016-07-19 18:31:25.180,"Every week I consider playing Roberto Castro, they price him between guys like Grillo and Kisner. No thank you.",kevin kisner
0,2016-07-19 18:31:25.180,"Every week I consider playing Roberto Castro, they price him between guys like Grillo and Kisner. No thank you.",emiliano grillo
0,2016-07-19 18:31:25.180,"Every week I consider playing Roberto Castro, they price him between guys like Grillo and Kisner. No thank you.",roberto castro
0,2016-07-19 19:22:22.945,Gone with @stewartcink at 269/1 in the @RBCCanadianOpen. Class act on his day and has fond memories of Glen Abbey. Finished 5th and 4th here,stewart cink
0,2016-07-19 19:30:36.465,Backed @WilliamMcGirt at 54/1 in the @RBCCanadianOpen. McGirt recently won his first @PGATOUR event and finished second here in 2013,william mcgirt
0,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,jimmy walker
0,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,chad campbell
0,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,jason day
0,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,matthew fitzpatrick
0,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,brian harman
0,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,graham delaet
0,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,morgan hoffmann
0,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,michael kim
0,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,kevin kisner
0,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,william mcgirt
0,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,daniel summerhays
0,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,charley hoffman
0,2016-07-20 14:06:07.849,"Bold (notsobold for @RBCCanadianOpen ) fade of the week: Danny Lee. 71 in SGT, 111 in scoring avg. both stats that showed up. #hellwinnow",danny lee
0,2016-07-20 14:10:32.163,"Also totally get why people are high on Hadwin, but use @FGMetrics average price tool for him. Similar to when Chappell was $9600",adam hadwin
0,2016-07-20 14:43:53.203,"RFO - Jeremy Chapman - Canada - 2ew Kuchar (18) 2ew Day (11-2), 1ew Furyk (30), 0.5p ew DeChambeau (80), Hearn (70)",david hearn
0,2016-07-20 14:43:53.203,"RFO - Jeremy Chapman - Canada - 2ew Kuchar (18) 2ew Day (11-2), 1ew Furyk (30), 0.5p ew DeChambeau (80), Hearn (70)",jim furyk
0,2016-07-20 14:43:53.203,"RFO - Jeremy Chapman - Canada - 2ew Kuchar (18) 2ew Day (11-2), 1ew Furyk (30), 0.5p ew DeChambeau (80), Hearn (70)",bryson dechambeau
0,2016-07-20 14:43:53.203,"RFO - Jeremy Chapman - Canada - 2ew Kuchar (18) 2ew Day (11-2), 1ew Furyk (30), 0.5p ew DeChambeau (80), Hearn (70)",jason day
0,2016-07-20 14:43:53.203,"RFO - Jeremy Chapman - Canada - 2ew Kuchar (18) 2ew Day (11-2), 1ew Furyk (30), 0.5p ew DeChambeau (80), Hearn (70)",matt kuchar
0,2016-07-20 14:50:28.876,"Racing Post Selections - Steve Palmer - Canada - 2ew Grillo (33), 1ew Rahm (66), 0.5ew Niebrugge (250)",emiliano grillo
0,2016-07-20 14:50:28.876,"Racing Post Selections - Steve Palmer - Canada - 2ew Grillo (33), 1ew Rahm (66), 0.5ew Niebrugge (250)",jon rahm
0,2016-07-20 14:50:28.876,"Racing Post Selections - Steve Palmer - Canada - 2ew Grillo (33), 1ew Rahm (66), 0.5ew Niebrugge (250)",jordan niebrugge
0,2016-07-20 14:53:07.905,RBC Canadian Open qualifiers Cameron Percy (67) Joey Garber (67) Corey Conners (69) Ben Taylor (69),ben taylor
0,2016-07-20 14:53:07.905,RBC Canadian Open qualifiers Cameron Percy (67) Joey Garber (67) Corey Conners (69) Ben Taylor (69),cameron percy
0,2016-07-20 14:53:07.905,RBC Canadian Open qualifiers Cameron Percy (67) Joey Garber (67) Corey Conners (69) Ben Taylor (69),joey garber
0,2016-07-20 14:53:07.905,RBC Canadian Open qualifiers Cameron Percy (67) Joey Garber (67) Corey Conners (69) Ben Taylor (69),corey conners
0,2016-07-20 20:48:44.847,"@Akes_theGambler I think I'm going Hearn. Solid form, 3rd last year, obviously motivated here, and has the favorable Thursday AM draw.",harold varner
0,2016-07-20 20:48:44.847,"@Akes_theGambler I think I'm going Hearn. Solid form, 3rd last year, obviously motivated here, and has the favorable Thursday AM draw.",david hearn
0,2016-07-20 20:49:47.605,Think @GrilloEmiliano can go well at 33/1 in @RBCCanadianOpen. In-form Grillo finished tied for 12th at the Open and shot 64 here in 2015,emiliano grillo
0,2016-07-20 22:14:18.751,"Best ScAvg at Glen Abbey in @RBCCanadianOpen last 30 years, min 10 Rds played: Kuchar 69.3 Mahan 69.4 Hoffman 69.42 Reavie 69.43 Day 69.7",matt kuchar
0,2016-07-20 22:14:18.751,"Best ScAvg at Glen Abbey in @RBCCanadianOpen last 30 years, min 10 Rds played: Kuchar 69.3 Mahan 69.4 Hoffman 69.42 Reavie 69.43 Day 69.7",jason day
0,2016-07-20 22:14:18.751,"Best ScAvg at Glen Abbey in @RBCCanadianOpen last 30 years, min 10 Rds played: Kuchar 69.3 Mahan 69.4 Hoffman 69.42 Reavie 69.43 Day 69.7",chez reavie
0,2016-07-20 22:14:18.751,"Best ScAvg at Glen Abbey in @RBCCanadianOpen last 30 years, min 10 Rds played: Kuchar 69.3 Mahan 69.4 Hoffman 69.42 Reavie 69.43 Day 69.7",hunter mahan
0,2016-07-20 22:14:18.751,"Best ScAvg at Glen Abbey in @RBCCanadianOpen last 30 years, min 10 Rds played: Kuchar 69.3 Mahan 69.4 Hoffman 69.42 Reavie 69.43 Day 69.7",charley hoffman
0,2016-07-20 23:10:35.095,DraftKings RBC Canadian Open Picks https://t.co/6Et8NfsQ1w,daniel summerhays
0,2016-07-20 23:10:35.095,DraftKings RBC Canadian Open Picks https://t.co/6Et8NfsQ1w,emiliano grillo
0,2016-07-20 23:10:35.095,DraftKings RBC Canadian Open Picks https://t.co/6Et8NfsQ1w,tony finau
0,2016-07-20 23:10:35.095,DraftKings RBC Canadian Open Picks https://t.co/6Et8NfsQ1w,graham delaet
0,2016-07-20 23:11:24.083,Expecting @DJohnsonPGA to go close at 6/1 in the @RBCCanadianOpen. Two wins in last 3 starts and tied for 2nd at Glen Abbey in 2013,dustin johnson
0,2016-07-25 13:18:00.045,Rory and Sergio for me this week. #PGAChampionship #golf,rory mcilroy
0,2016-07-25 13:18:00.045,Rory and Sergio for me this week. #PGAChampionship #golf,sergio garcia
0,2016-07-25 13:23:57.747,.@McIlroyRory ranks in @PGAChampionship since debut in 2009: Scoring Avg 1st Score to par 1st Rounds in 60s 1st Birdies/eagles 1st,rory mcilroy
0,2016-07-25 13:36:55.585,"Looking at pricing for the PGA Championship, it appears Chris Kirk, Charley Hoffman, and Andy Sullivan somehow fell through the cracks.",andy sullivan
0,2016-07-25 13:36:55.585,"Looking at pricing for the PGA Championship, it appears Chris Kirk, Charley Hoffman, and Andy Sullivan somehow fell through the cracks.",charley hoffman
0,2016-07-25 13:36:55.585,"Looking at pricing for the PGA Championship, it appears Chris Kirk, Charley Hoffman, and Andy Sullivan somehow fell through the cracks.",chris kirk
0,2016-07-25 15:22:14.122,"Early #PGAChampionship values - English, Simpson, Walker, Cabrera-Bello",rafa cabrera
0,2016-07-25 15:22:14.122,"Early #PGAChampionship values - English, Simpson, Walker, Cabrera-Bello",webb simpson
0,2016-07-25 15:22:14.122,"Early #PGAChampionship values - English, Simpson, Walker, Cabrera-Bello",harris english
0,2016-07-25 15:22:14.122,"Early #PGAChampionship values - English, Simpson, Walker, Cabrera-Bello",jimmy walker
0,2016-07-25 16:09:03.707,"With the twins due to arrive tomorrow, my USPGA work is done. Mickelson 25/1, Sergio 33/1, Chappell 125/1, Piercy 150/1 &amp; Tringale 400/1",kevin chappell
0,2016-07-25 16:09:03.707,"With the twins due to arrive tomorrow, my USPGA work is done. Mickelson 25/1, Sergio 33/1, Chappell 125/1, Piercy 150/1 &amp; Tringale 400/1",sergio garcia
0,2016-07-25 16:09:03.707,"With the twins due to arrive tomorrow, my USPGA work is done. Mickelson 25/1, Sergio 33/1, Chappell 125/1, Piercy 150/1 &amp; Tringale 400/1",scott piercy
0,2016-07-25 16:09:03.707,"With the twins due to arrive tomorrow, my USPGA work is done. Mickelson 25/1, Sergio 33/1, Chappell 125/1, Piercy 150/1 &amp; Tringale 400/1",cameron tringale
0,2016-07-25 16:09:03.707,"With the twins due to arrive tomorrow, my USPGA work is done. Mickelson 25/1, Sergio 33/1, Chappell 125/1, Piercy 150/1 &amp; Tringale 400/1",phil mickelson
0,2016-07-25 16:12:18.407,"Working on PGA, be out lunchtime, but while on it: can't believe how good Stricker's major record is. 21 cuts made in a row is ridiculous.",steve stricker
0,2016-07-25 17:26:10.209,Jaidee at 680?!!!thats 250 points too big #USPGA,thongchai jaidee
0,2016-07-25 17:31:44.376,@Akes_theGambler also added Kuchar top 20,matt kuchar
0,2016-07-25 17:33:06.785,@Akes_theGambler I'm back on Grace and Charl as well.,charl schwartzel
0,2016-07-25 17:33:06.785,@Akes_theGambler I'm back on Grace and Charl as well.,branden grace
0,2016-07-25 18:05:45.568,24th ranked player in the world going off at 200-1 this week... just saying... (odds like that worth a little risk),chris wood
0,2016-07-25 18:50:47.711,@Akes_theGambler had a change of heart - swapped Rory for DJ. Thanks for @Betfair for voiding the Rory bet.,rory mcilroy
0,2016-07-25 18:50:47.711,@Akes_theGambler had a change of heart - swapped Rory for DJ. Thanks for @Betfair for voiding the Rory bet.,dustin johnson
0,2016-07-25 19:20:01.268,"@gfienberg17 Great work Geoff. I find you get a nice drift right into the event on guys in levels 2,3 &amp; 4 as money piles into chalk.",adam scott
0,2016-07-25 19:20:01.268,"@gfienberg17 Great work Geoff. I find you get a nice drift right into the event on guys in levels 2,3 &amp; 4 as money piles into chalk.",rickie fowler
0,2016-07-25 19:20:01.268,"@gfienberg17 Great work Geoff. I find you get a nice drift right into the event on guys in levels 2,3 &amp; 4 as money piles into chalk.",justin rose
0,2016-07-25 19:20:01.268,"@gfienberg17 Great work Geoff. I find you get a nice drift right into the event on guys in levels 2,3 &amp; 4 as money piles into chalk.",rory mcilroy
0,2016-07-25 19:21:22.027,Who's the most underpriced player this week? IMO Charl Schwartzel,charl schwartzel
0,2016-07-25 20:06:22.333,@RobertLusetich who do you fancy for the #USPGA ?,charl schwartzel
0,2016-07-25 20:06:22.333,@RobertLusetich who do you fancy for the #USPGA ?,sergio garcia
0,2016-07-25 20:06:22.333,@RobertLusetich who do you fancy for the #USPGA ?,jim furyk
0,2016-07-25 20:06:22.333,@RobertLusetich who do you fancy for the #USPGA ?,dustin johnson
0,2016-07-25 20:10:52.977,"@gfienberg17 So you know, I like Mickelson, Dustin, and Justin Rose at the PGA. #Baltusrol",phil mickelson
0,2016-07-25 20:10:52.977,"@gfienberg17 So you know, I like Mickelson, Dustin, and Justin Rose at the PGA. #Baltusrol",dustin johnson
0,2016-07-25 20:10:52.977,"@gfienberg17 So you know, I like Mickelson, Dustin, and Justin Rose at the PGA. #Baltusrol",justin rose
0,2016-07-26 13:35:35.435,"I'm e/w on Garcia (again!), Koepka, Sneds, Kuchar &amp; Furyk for #PGAChamp. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",brandt snedeker
0,2016-07-26 13:35:35.435,"I'm e/w on Garcia (again!), Koepka, Sneds, Kuchar &amp; Furyk for #PGAChamp. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",sergio garcia
0,2016-07-26 13:35:35.435,"I'm e/w on Garcia (again!), Koepka, Sneds, Kuchar &amp; Furyk for #PGAChamp. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",jim furyk
0,2016-07-26 13:35:35.435,"I'm e/w on Garcia (again!), Koepka, Sneds, Kuchar &amp; Furyk for #PGAChamp. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",matt kuchar
0,2016-07-26 13:35:35.435,"I'm e/w on Garcia (again!), Koepka, Sneds, Kuchar &amp; Furyk for #PGAChamp. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",brooks koepka
0,2016-07-26 14:58:14.287,Already on @BrandenGrace at 50/1 for the #PGAChamp and the current odds are generous. Two wins in 2016 and a major threat. Third last year,branden grace
0,2016-07-26 15:00:13.945,My best antepost bet for the #PGAChampionship is Phil Mickelson at 66/1. Won at #Baltusrol in 2005 and was superb at Troon on his last start,phil mickelson
0,2016-07-26 15:39:50.914,"Jhonny Vegas has been added to the @DraftKings field. He’s $6,500. I kinda like it. @coachesser",jhonattan vegas
0,2016-07-26 16:10:17.761,US PGA Championship 2016 Golf Betting Tips https://t.co/5QdSW4Vn5k #VegasBaby #BetHimTillHeDies #Double Dayte,j.b. holmes
0,2016-07-26 16:10:17.761,US PGA Championship 2016 Golf Betting Tips https://t.co/5QdSW4Vn5k #VegasBaby #BetHimTillHeDies #Double Dayte,jason day
0,2016-07-26 16:10:17.761,US PGA Championship 2016 Golf Betting Tips https://t.co/5QdSW4Vn5k #VegasBaby #BetHimTillHeDies #Double Dayte,tony finau
0,2016-07-26 16:10:17.761,US PGA Championship 2016 Golf Betting Tips https://t.co/5QdSW4Vn5k #VegasBaby #BetHimTillHeDies #Double Dayte,rickie fowler
