,created_on,message,player
0,2016-02-02 19:06:53.476,I wanna hear your 2 favorite GPP DK sleepers under $7K for the @WMPhoenixOpen. Mine: Lahari &amp; Greg Owen,greg owen
0,2016-02-02 19:06:53.476,I wanna hear your 2 favorite GPP DK sleepers under $7K for the @WMPhoenixOpen. Mine: Lahari &amp; Greg Owen,anirban lahiri
0,2016-02-03 22:42:45.250,@DKDFStrength if @ALoupe6 gets in... All in on that bombshow,andrew loupe
0,2016-02-04 03:08:16.148,Yahoo! gamers: My lineup for the @WMPhoenixOpen * = starter A: *Watson; Moore B: *Kisner; *Matsuyama; Koepka; Palmer C: *Na; Lingmerth,hideki matsuyama
0,2016-02-04 03:08:16.148,Yahoo! gamers: My lineup for the @WMPhoenixOpen * = starter A: *Watson; Moore B: *Kisner; *Matsuyama; Koepka; Palmer C: *Na; Lingmerth,bubba watson
0,2016-02-04 03:08:16.148,Yahoo! gamers: My lineup for the @WMPhoenixOpen * = starter A: *Watson; Moore B: *Kisner; *Matsuyama; Koepka; Palmer C: *Na; Lingmerth,ryan moore
0,2016-02-04 03:08:16.148,Yahoo! gamers: My lineup for the @WMPhoenixOpen * = starter A: *Watson; Moore B: *Kisner; *Matsuyama; Koepka; Palmer C: *Na; Lingmerth,kevin kisner
0,2016-02-04 03:08:16.148,Yahoo! gamers: My lineup for the @WMPhoenixOpen * = starter A: *Watson; Moore B: *Kisner; *Matsuyama; Koepka; Palmer C: *Na; Lingmerth,brooks koepka
0,2016-02-04 03:08:16.148,Yahoo! gamers: My lineup for the @WMPhoenixOpen * = starter A: *Watson; Moore B: *Kisner; *Matsuyama; Koepka; Palmer C: *Na; Lingmerth,ryan palmer
0,2016-02-09 03:03:00.592,"Really digging Jon Curran this week. $7,300, 5th in SG: PUTT and 1st in Birdie % from &gt; 125 yards. Coming off a T11 at WMO too.",jon curran
0,2016-02-09 21:29:47.527,Bargain play this week: Richard Lee. 3 career starts @attproam - 3 top-15s. More rounds of 66/better (3) than rounds over par (2).,richard h.
0,2016-02-10 00:38:09.892,Best cumulative score to par @attproam last 5 years: J. Walker -55 H. Mahan -44 D. Johnson -36 A. Baddeley -35 B. Molder -35,jimmy walker
0,2016-02-10 00:41:12.040,"Since making debut @attproam in 2008, Dustin Johnson is a combined 73 under par - 25 better than anyone else in that span (2nd: Day, -43).",dustin johnson
0,2016-02-10 13:12:08.210,California Course Horses... Alex Prugh leading the way as a specialist. https://t.co/W4oAnpdZrP,alex prugh
0,2016-02-10 15:00:40.952,"Matt Every $6,600 has withdrawn from the tournament. Get him out of your lineups.",matt every
0,2016-02-14 14:09:03.934,"""Drive for show putt for dough."" While all of the talk heading into today's fourth round at the… https://t.co/Npm3spGsoz",phil mickelson
0,2016-02-14 14:09:03.934,"""Drive for show putt for dough."" While all of the talk heading into today's fourth round at the… https://t.co/Npm3spGsoz",sung hoon
0,2016-02-14 14:09:03.934,"""Drive for show putt for dough."" While all of the talk heading into today's fourth round at the… https://t.co/Npm3spGsoz",fredrik jacobson
0,2016-02-14 14:09:03.934,"""Drive for show putt for dough."" While all of the talk heading into today's fourth round at the… https://t.co/Npm3spGsoz",hiroshi iwata
0,2016-02-23 01:45:05.649,Honda Picks and Preview... https://t.co/GSZbGRIk0f,patrick reed
0,2016-02-23 01:45:05.649,Honda Picks and Preview... https://t.co/GSZbGRIk0f,brooks koepka
0,2016-02-23 02:03:14.822,Honda Picks and Preview... https://t.co/GSZbGRIk0f,gary woodland
0,2016-02-23 02:03:14.822,Honda Picks and Preview... https://t.co/GSZbGRIk0f,daniel berger
0,2016-02-23 14:54:24.152,"Keep an eye on Steve Marino this week. Played South Florida mini tours for years, making cuts, and only $5900 on DK.",steve marino
0,2016-02-24 16:41:01.658,A notable field ▲ at @TheHondaClassic: OUT @webbsimpson1 IN @Dawie1983 (alternate),webb simpson
0,2016-02-25 01:43:20.971,"Like chances of @Ben_Martin87 at 189/1 in the #HondaClassic. Martin finished nicely last week, has form in Florida and shot 65 here in 2015",ben martin
0,2016-03-01 16:00:31.224,I think we've figured out that Smylie Kaufman will be the highest owned guy below 7000,smylie kaufman
0,2016-03-01 16:49:21.830,#BlueMonster Low rounds (since 2014 redo): Holmes: 62/R1 ('15) Haas: 65/R3 ('15) Moore: 66/R1 ('15) Woods: 66/R3 ('14) Blixt: 66/R4 ('14),bill haas
0,2016-03-01 16:49:21.830,#BlueMonster Low rounds (since 2014 redo): Holmes: 62/R1 ('15) Haas: 65/R3 ('15) Moore: 66/R1 ('15) Woods: 66/R3 ('14) Blixt: 66/R4 ('14),jonas blixt
0,2016-03-01 16:49:21.830,#BlueMonster Low rounds (since 2014 redo): Holmes: 62/R1 ('15) Haas: 65/R3 ('15) Moore: 66/R1 ('15) Woods: 66/R3 ('14) Blixt: 66/R4 ('14),ryan moore
0,2016-03-01 16:49:21.830,#BlueMonster Low rounds (since 2014 redo): Holmes: 62/R1 ('15) Haas: 65/R3 ('15) Moore: 66/R1 ('15) Woods: 66/R3 ('14) Blixt: 66/R4 ('14),j.b. holmes
0,2016-03-01 19:06:15.736,@ThePME @DraftKings I'm leaning Haas. The contrarian of all contrarian picks,bill haas
0,2016-03-01 21:49:12.050,"Willett's wife due Masters week: ""If he fancies coming out early on, it would be great. If not, I won't be playing""",danny willett
0,2016-03-02 01:54:57.012,Doral has 5 Par 4s from 425-450. @JDayGolf ranks 1st in field in scoring at that gap (-.13) @JBHolmesgolf ranks 1st in SGT2G 425-440 (.084),jason day
0,2016-03-02 01:54:57.012,Doral has 5 Par 4s from 425-450. @JDayGolf ranks 1st in field in scoring at that gap (-.13) @JBHolmesgolf ranks 1st in SGT2G 425-440 (.084),j.b. holmes
0,2016-03-03 01:36:07.393,WGC-Cadillac Championship one-and-done https://t.co/bzmFtnDhKU. Best of luck to all!,bubba watson
0,2016-03-08 15:11:08.321,"VALSPAR DK POLL: Favorite Player $7K-$8K Favorite Plater Sub-$7K I’ll go John Huh ($7,700) &amp; Morgan Hoffmann ($6,100)",john huh
0,2016-03-08 15:11:08.321,"VALSPAR DK POLL: Favorite Player $7K-$8K Favorite Plater Sub-$7K I’ll go John Huh ($7,700) &amp; Morgan Hoffmann ($6,100)",morgan hoffmann
0,2016-03-08 15:16:36.718,@ThePME sung Kang ($7700) &amp; Mark Hubbard ($5700),sung hoon
0,2016-03-08 15:16:36.718,@ThePME sung Kang ($7700) &amp; Mark Hubbard ($5700),mark hubbard
0,2016-03-15 01:38:20.234,"Brett Stegmaier 200/1. T18 at Valspar, T21 at Honda. T2 at at the Shiners in the Fall. 25th in Prox 200+. &amp; 51st in P4 Scoring. Went to UF 🐊",brett stegmaier
0,2016-03-15 01:58:22.686,Best score to par at @APinv since 2012 @henrikstenson -36 Matt Every -32 Tiger Woods -26 K. Bradley -24 K. Na -23,henrik stenson
0,2016-03-15 01:58:22.686,Best score to par at @APinv since 2012 @henrikstenson -36 Matt Every -32 Tiger Woods -26 K. Bradley -24 K. Na -23,matt every
0,2016-03-15 01:58:22.686,Best score to par at @APinv since 2012 @henrikstenson -36 Matt Every -32 Tiger Woods -26 K. Bradley -24 K. Na -23,keegan bradley
0,2016-03-15 02:03:20.536,"Looking for a sleeper pick for @APinv? Try @ZachJohnsonPGA. Played last 12 years here, 1 MC, 5 finishes of T-11 or better",zach johnson
0,2016-03-15 12:47:25.807,Tony Finau averaging 1.6 birdies per round over his last 8 competitive rounds....😨,tony finau
0,2016-03-16 01:28:20.517,"Form, History, Trends and Stats: https://t.co/M6RkgF8UZy #ArnoldPalmerInvitational",adam scott
0,2016-03-16 01:28:20.517,"Form, History, Trends and Stats: https://t.co/M6RkgF8UZy #ArnoldPalmerInvitational",marc leishman
0,2016-03-16 01:28:20.517,"Form, History, Trends and Stats: https://t.co/M6RkgF8UZy #ArnoldPalmerInvitational",ryan moore
0,2016-03-16 01:28:20.517,"Form, History, Trends and Stats: https://t.co/M6RkgF8UZy #ArnoldPalmerInvitational",webb simpson
0,2016-03-16 01:28:20.517,"Form, History, Trends and Stats: https://t.co/M6RkgF8UZy #ArnoldPalmerInvitational",rory mcilroy
0,2016-03-16 02:22:27.425,@Wheells59 @FGMetrics I'll be fading him. Will probably throw him in 1 lineup for fun. Would be cool to see a guy like that win 3 straight,matt every
0,2016-03-16 02:24:00.578,"@ThePME @DraftKings Would Moore be considered a popular pick? Kuchar too. Moore and Kuch, gotta go.",ryan moore
0,2016-03-16 02:24:00.578,"@ThePME @DraftKings Would Moore be considered a popular pick? Kuchar too. Moore and Kuch, gotta go.",matt kuchar
0,2016-03-22 01:03:59.470,"Who are everyone’s fav Sub 7K sleepers on DK for the Puerto Rico Open? I’ll be sampling some Dawie van der Walt at $6,300",brice garnett
0,2016-03-22 01:03:59.470,"Who are everyone’s fav Sub 7K sleepers on DK for the Puerto Rico Open? I’ll be sampling some Dawie van der Walt at $6,300",jorge fernandez
0,2016-03-22 01:03:59.470,"Who are everyone’s fav Sub 7K sleepers on DK for the Puerto Rico Open? I’ll be sampling some Dawie van der Walt at $6,300","""dawie van"
0,2016-03-22 01:03:59.470,"Who are everyone’s fav Sub 7K sleepers on DK for the Puerto Rico Open? I’ll be sampling some Dawie van der Walt at $6,300",tim petrovic
0,2016-03-22 01:03:59.470,"Who are everyone’s fav Sub 7K sleepers on DK for the Puerto Rico Open? I’ll be sampling some Dawie van der Walt at $6,300",carlos ortiz
0,2016-03-22 01:03:59.470,"Who are everyone’s fav Sub 7K sleepers on DK for the Puerto Rico Open? I’ll be sampling some Dawie van der Walt at $6,300",rob oppenheim
0,2016-03-22 01:09:15.515,"The only https://t.co/X3Qcy2e1zY worth playing is Kelly Kraft, maybe Ancer. This is sooooooo trashy. None of the top https://t.co/X3Qcy2e1zY",abraham ancer
0,2016-03-22 01:09:15.515,"The only https://t.co/X3Qcy2e1zY worth playing is Kelly Kraft, maybe Ancer. This is sooooooo trashy. None of the top https://t.co/X3Qcy2e1zY",kelly kraft
0,2016-03-22 01:19:29.814,"Of course, don’t overlook South African Dean Burmeister either. No. 88 in the World Ranks Recent Form (On lesser Tours): 3/2/2/4",david toms
0,2016-03-22 01:19:29.814,"Of course, don’t overlook South African Dean Burmeister either. No. 88 in the World Ranks Recent Form (On lesser Tours): 3/2/2/4",jerry kelly
0,2016-03-22 01:19:29.814,"Of course, don’t overlook South African Dean Burmeister either. No. 88 in the World Ranks Recent Form (On lesser Tours): 3/2/2/4",thomas aiken
0,2016-03-22 01:41:56.326,"After a cross reference of the numbers Jerry Kelly checks three of the four boxes, as does David Toms. Jonathan Byrd also rates highly",jonathan byrd
0,2016-03-22 01:54:31.703,"Will MacKenzie 66/1. 36 hole leader in Tampa. Since '14, T14 or better at Sea Island, Pebble, Puerto Rico, Honda, Valspar, twice at Mayakoba",will mackenzie
0,2016-03-23 12:38:27.330,Cejka slightly banged up entering PRO defense https://t.co/OAF90MiZjx,alex cejka
0,2016-03-28 21:04:47.783,"The leader in par 4 scoring at the SHO has won three out of the last four years. So, if you're looking for a winner...",vaughn taylor
0,2016-03-28 21:04:47.783,"The leader in par 4 scoring at the SHO has won three out of the last four years. So, if you're looking for a winner...",brooks koepka
0,2016-03-28 21:04:47.783,"The leader in par 4 scoring at the SHO has won three out of the last four years. So, if you're looking for a winner...",jordan spieth
0,2016-03-28 21:07:36.302,Patton Kizzire 100/1. Hasn't missed a cut since the Sony. Made it out of the group stage at the Match Play. 6th in SGP &amp; 36th in P5 Scoring.,patton kizzire
0,2016-03-28 21:09:17.577,Backed @russhenleygolf at 129/1 in the @ShellHouOpen. Out of form currently but big talent whose finished inside top 7 here in last 2 years,russell henley
0,2016-03-28 21:12:12.909,Gone with @CamTringalePGA at 119/1 in the @ShellHouOpen. Still waiting for 1st win but it could be his best chance. Three top 10s since 2012,cameron tringale
0,2016-03-28 23:26:48.029,"Sean OHair at 150-1? top 40 distance top 15 strokes gained putting, no idea why a book would have him higher than guys like campbell/jaidee",sean o'hair
0,2016-03-29 01:40:08.748,"First field ▲s at the @ShellHouOpen, part 2 of 2: IN (* = top 10 at PRO) Campos* Cazaubon* Gay (late) Guthrie (sponsor) Marino* Romero*",andres romero
0,2016-03-29 01:40:08.748,"First field ▲s at the @ShellHouOpen, part 2 of 2: IN (* = top 10 at PRO) Campos* Cazaubon* Gay (late) Guthrie (sponsor) Marino* Romero*",steve marino
0,2016-03-29 01:40:08.748,"First field ▲s at the @ShellHouOpen, part 2 of 2: IN (* = top 10 at PRO) Campos* Cazaubon* Gay (late) Guthrie (sponsor) Marino* Romero*",luke guthrie
0,2016-03-29 01:40:08.748,"First field ▲s at the @ShellHouOpen, part 2 of 2: IN (* = top 10 at PRO) Campos* Cazaubon* Gay (late) Guthrie (sponsor) Marino* Romero*",brian gay
0,2016-03-29 01:40:08.748,"First field ▲s at the @ShellHouOpen, part 2 of 2: IN (* = top 10 at PRO) Campos* Cazaubon* Gay (late) Guthrie (sponsor) Marino* Romero*",rodolfo cazaubon
0,2016-03-29 01:40:08.748,"First field ▲s at the @ShellHouOpen, part 2 of 2: IN (* = top 10 at PRO) Campos* Cazaubon* Gay (late) Guthrie (sponsor) Marino* Romero*",rafael campos
0,2016-03-30 12:18:30.752,Backed Phil Mickelson at 21/1 in the #ShellHoustonOpen. Lefty's playing really well this season and the 2011 champion can go close this week,phil mickelson
0,2016-03-30 12:30:56.046,Favorite Sub $6500 players on DK this week? I'm digging Vijay and Vaughn,vaughn taylor
0,2016-03-30 12:30:56.046,Favorite Sub $6500 players on DK this week? I'm digging Vijay and Vaughn,vijay singh
0,2016-03-30 15:44:39.844,Latest field ▲ at the @ShellHouOpen: OUT @BronsonBurgoon IN Sung Kang (alternate),sung hoon
0,2016-03-30 15:44:39.844,Latest field ▲ at the @ShellHouOpen: OUT @BronsonBurgoon IN Sung Kang (alternate),bronson burgoon
0,2016-04-04 16:31:17.537,The last 18 Masters winner have made the cut the year previous.,luke donald
0,2016-04-04 16:31:17.537,The last 18 Masters winner have made the cut the year previous.,branden grace
0,2016-04-04 16:31:17.537,The last 18 Masters winner have made the cut the year previous.,brandt snedeker
0,2016-04-04 16:31:17.537,The last 18 Masters winner have made the cut the year previous.,shane lowry
0,2016-04-04 16:31:17.537,The last 18 Masters winner have made the cut the year previous.,james hahn
0,2016-04-04 16:31:17.537,The last 18 Masters winner have made the cut the year previous.,gary woodland
0,2016-04-04 16:43:17.340,11 of the last 16 Masters winners ended that season ranked 19th or better in Par 5 Scoring Average.,matt kuchar
0,2016-04-04 16:43:17.340,11 of the last 16 Masters winners ended that season ranked 19th or better in Par 5 Scoring Average.,jimmy walker
0,2016-04-04 16:43:17.340,11 of the last 16 Masters winners ended that season ranked 19th or better in Par 5 Scoring Average.,smylie kaufman
0,2016-04-04 16:43:17.340,11 of the last 16 Masters winners ended that season ranked 19th or better in Par 5 Scoring Average.,justin thomas
0,2016-04-04 16:43:17.340,11 of the last 16 Masters winners ended that season ranked 19th or better in Par 5 Scoring Average.,kevin kisner
0,2016-04-05 01:19:11.686,Here goes. My preview of the Masters - https://t.co/FLEOQbYNdP,hideki matsuyama
0,2016-04-05 01:19:11.686,Here goes. My preview of the Masters - https://t.co/FLEOQbYNdP,justin rose
0,2016-04-05 01:19:11.686,Here goes. My preview of the Masters - https://t.co/FLEOQbYNdP,rickie fowler
0,2016-04-05 12:04:14.650,An (neck) still ailing ahead of 80th Masters https://t.co/B2yivX4hBW,byeong hun
0,2016-04-06 12:08:17.226,"Don't sleep on J.B. Holmes, WD is going to keep him low owned, seems like he's ok based on news. Avg finish position last 8 weeks is ~26th",j.b. holmes
0,2016-04-06 12:24:13.726,Average age of @TheMasters winners over the past decade is 32.4yo. Based on that 2016 should be Kevin's year: @K_Kisner 32.2 Kevin Na 32.6,kevin na
0,2016-04-06 12:24:13.726,Average age of @TheMasters winners over the past decade is 32.4yo. Based on that 2016 should be Kevin's year: @K_Kisner 32.2 Kevin Na 32.6,kevin kisner
0,2016-04-06 12:31:13.126,Smylie Kaufman - Top Debutant &amp; Bernd Wiesberger Top Continental European double pays 194/1 on SkyBet. Just saying.,bernd wiesberger
0,2016-04-06 12:31:13.126,Smylie Kaufman - Top Debutant &amp; Bernd Wiesberger Top Continental European double pays 194/1 on SkyBet. Just saying.,smylie kaufman
0,2016-04-07 00:49:34.246,Masters Preview: • Field look • Southpaw success • Predictions https://t.co/y67ZNwCsvR,phil mickelson
0,2016-04-07 00:49:34.246,Masters Preview: • Field look • Southpaw success • Predictions https://t.co/y67ZNwCsvR,bubba watson
0,2016-04-07 00:49:34.246,Masters Preview: • Field look • Southpaw success • Predictions https://t.co/y67ZNwCsvR,mike weir
0,2016-04-12 00:33:44.165,Back down at my favourite course in the world this week @RBC_Heritage! Gonna be a great week!,matthew fitzpatrick
0,2016-04-12 00:35:50.153,"I don't know much but i know david lingmerth, a guy who has a win + top 5's at colonial and tpc sawgrass, should not be 150-1 in this field",david lingmerth
0,2016-04-12 01:05:54.329,"Probably about time we do it this way, we'll post those sortable historic DK Pts for events each week: https://t.co/MGoJpJEc8d @ajraspanti",boo weekley
0,2016-04-12 01:05:54.329,"Probably about time we do it this way, we'll post those sortable historic DK Pts for events each week: https://t.co/MGoJpJEc8d @ajraspanti",luke donald
0,2016-04-12 01:05:54.329,"Probably about time we do it this way, we'll post those sortable historic DK Pts for events each week: https://t.co/MGoJpJEc8d @ajraspanti",matt kuchar
0,2016-04-12 10:14:24.305,Fitz nearly half the price of McDowell &amp; Haas and a shade shorter than Kis on the exchange. Shorter than he went off all year on Euro. Wow.,matthew fitzpatrick
0,2016-04-12 16:46:59.971,"Who are your favorite DK GPP Scrubs this week for the Heritage? I'll go Ruffels $5,800 &amp; Hicks $5,600",justin hicks
0,2016-04-12 16:46:59.971,"Who are your favorite DK GPP Scrubs this week for the Heritage? I'll go Ruffels $5,800 &amp; Hicks $5,600",ryan ruffels
0,2016-04-12 16:52:11.461,Local Guys this Week Scott Brown Bill Haas Brian Harman CH3 Kisner Ben Martin McGirt Maggert Saunders Glover Gainey Stanley,bill haas
0,2016-04-12 16:52:11.461,Local Guys this Week Scott Brown Bill Haas Brian Harman CH3 Kisner Ben Martin McGirt Maggert Saunders Glover Gainey Stanley,scott brown
0,2016-04-12 16:52:11.461,Local Guys this Week Scott Brown Bill Haas Brian Harman CH3 Kisner Ben Martin McGirt Maggert Saunders Glover Gainey Stanley,tommy gainey
0,2016-04-12 16:52:11.461,Local Guys this Week Scott Brown Bill Haas Brian Harman CH3 Kisner Ben Martin McGirt Maggert Saunders Glover Gainey Stanley,lucas glover
0,2016-04-12 16:52:11.461,Local Guys this Week Scott Brown Bill Haas Brian Harman CH3 Kisner Ben Martin McGirt Maggert Saunders Glover Gainey Stanley,brian harman
0,2016-04-12 16:52:11.461,Local Guys this Week Scott Brown Bill Haas Brian Harman CH3 Kisner Ben Martin McGirt Maggert Saunders Glover Gainey Stanley,kyle stanley
0,2016-04-12 16:52:11.461,Local Guys this Week Scott Brown Bill Haas Brian Harman CH3 Kisner Ben Martin McGirt Maggert Saunders Glover Gainey Stanley,kevin kisner
0,2016-04-12 16:52:11.461,Local Guys this Week Scott Brown Bill Haas Brian Harman CH3 Kisner Ben Martin McGirt Maggert Saunders Glover Gainey Stanley,jeff maggert
0,2016-04-12 16:52:11.461,Local Guys this Week Scott Brown Bill Haas Brian Harman CH3 Kisner Ben Martin McGirt Maggert Saunders Glover Gainey Stanley,ben martin
0,2016-04-12 16:52:11.461,Local Guys this Week Scott Brown Bill Haas Brian Harman CH3 Kisner Ben Martin McGirt Maggert Saunders Glover Gainey Stanley,william mcgirt
0,2016-04-12 16:52:11.461,Local Guys this Week Scott Brown Bill Haas Brian Harman CH3 Kisner Ben Martin McGirt Maggert Saunders Glover Gainey Stanley,sam saunders
0,2016-04-12 16:52:11.461,Local Guys this Week Scott Brown Bill Haas Brian Harman CH3 Kisner Ben Martin McGirt Maggert Saunders Glover Gainey Stanley,charles howell
0,2016-04-12 16:54:36.228,Small play on Davis Love in the Herritage.,davis love
0,2016-04-13 00:25:24.424,Here's my preview of the RBC Heritage - https://t.co/abUA6Ph9Sr,bill haas
0,2016-04-13 00:25:24.424,Here's my preview of the RBC Heritage - https://t.co/abUA6Ph9Sr,brandt snedeker
0,2016-04-13 00:25:24.424,Here's my preview of the RBC Heritage - https://t.co/abUA6Ph9Sr,kevin na
0,2016-04-13 00:25:24.424,Here's my preview of the RBC Heritage - https://t.co/abUA6Ph9Sr,russell knox
0,2016-04-13 00:25:24.424,Here's my preview of the RBC Heritage - https://t.co/abUA6Ph9Sr,chris kirk
0,2016-04-13 00:42:43.715,That bit where i said i was avoiding the Herritage......... Just backed Kevin Na 40/1 seven places.,kevin na
0,2016-04-13 00:55:23.125,Last 5 winners at RBC av rank of 22.4 in scrambling for yr of win Top 5 from last 3 years at RBC av rank of 29th in scrambling (yr of also),k.j. choi
0,2016-04-13 00:55:23.125,Last 5 winners at RBC av rank of 22.4 in scrambling for yr of win Top 5 from last 3 years at RBC av rank of 29th in scrambling (yr of also),jerry kelly
0,2016-04-13 00:55:23.125,Last 5 winners at RBC av rank of 22.4 in scrambling for yr of win Top 5 from last 3 years at RBC av rank of 29th in scrambling (yr of also),luke donald
0,2016-04-13 00:55:23.125,Last 5 winners at RBC av rank of 22.4 in scrambling for yr of win Top 5 from last 3 years at RBC av rank of 29th in scrambling (yr of also),sean o'hair
0,2016-04-13 00:55:23.125,Last 5 winners at RBC av rank of 22.4 in scrambling for yr of win Top 5 from last 3 years at RBC av rank of 29th in scrambling (yr of also),chez reavie
0,2016-04-13 00:55:23.125,Last 5 winners at RBC av rank of 22.4 in scrambling for yr of win Top 5 from last 3 years at RBC av rank of 29th in scrambling (yr of also),jamie lovemark
0,2016-04-13 00:56:54.830,The RBC Heritage has been won by a player aged 40 and above six times,davis love
0,2016-04-13 00:56:54.830,The RBC Heritage has been won by a player aged 40 and above six times,ernie els
0,2016-04-13 00:56:54.830,The RBC Heritage has been won by a player aged 40 and above six times,stewart cink
0,2016-04-13 00:56:54.830,The RBC Heritage has been won by a player aged 40 and above six times,k.j. choi
0,2016-04-13 00:56:54.830,The RBC Heritage has been won by a player aged 40 and above six times,matt kuchar
0,2016-04-13 01:01:03.268,"Form, History, Trends &amp; Stats: https://t.co/ruvGJpwbDj #RBCHeritage",paul casey
0,2016-04-13 01:01:03.268,"Form, History, Trends &amp; Stats: https://t.co/ruvGJpwbDj #RBCHeritage",luke donald
0,2016-04-13 01:01:03.268,"Form, History, Trends &amp; Stats: https://t.co/ruvGJpwbDj #RBCHeritage",jason day
0,2016-04-13 01:01:03.268,"Form, History, Trends &amp; Stats: https://t.co/ruvGJpwbDj #RBCHeritage",scott brown
0,2016-04-13 01:37:41.006,Backed @MattFitz94 at 33/1 to win @RBC_Heritage. Fitzpatrick led the greens in reg stats at Augusta and says this is his favourite course,matthew fitzpatrick
0,2016-04-13 01:40:22.796,Gone with @BrandenGrace at 45/1 in the @RBC_Heritage. Spoke positively about the work he did after Masters missed cut. Seventh on debut here,branden grace
0,2016-04-13 01:45:01.693,"If you're not at least considering DeChambeau this week, you're not thinking clearly. https://t.co/qNFEhaiECU",bryson dechambeau
0,2016-04-14 01:47:36.111,The best thing about this week is it's still likely Day doesn't win. Faders can think they are right and make same egregious error again.,jason day
0,2016-04-14 01:52:03.024,Last year Bill Haas ranked 73rd in Accuracy &amp; hasn’t been better than 56th (2012) in any season. Except this year: 25th (68%),bill haas
0,2016-04-14 02:05:36.024,Selections for the #RBCHeritage 2pts e/w P Casey 18/1 1.5pts e/w K Kisner 30/1 0.5pts e/w S O'Hair 80/1 Full preview is still available,paul casey
0,2016-04-14 02:05:36.024,Selections for the #RBCHeritage 2pts e/w P Casey 18/1 1.5pts e/w K Kisner 30/1 0.5pts e/w S O'Hair 80/1 Full preview is still available,sean o'hair
0,2016-04-14 02:05:36.024,Selections for the #RBCHeritage 2pts e/w P Casey 18/1 1.5pts e/w K Kisner 30/1 0.5pts e/w S O'Hair 80/1 Full preview is still available,kevin kisner
0,2016-04-19 00:38:44.711,Looking for Patrick Reed's putter to heat up any day now. Currently sits 151st in SG Putting. Never worse than 51st any of the last 3 years.,patrick reed
0,2016-04-19 00:54:37.560,"Luke List 125/1 - 11th Driving Distance, 38th SG Tee to Green, 31st P5 Scoring. Made 5 of last 6 cuts with 4 finishes of T27 or better.",luke list
0,2016-04-19 01:25:09.712,Backed Daniel Summerhays at 129/1 in the @valerotxopen. Summerhays has 3 consecutive top tens at the course so has plenty of positive vibes,daniel summerhays
0,2016-04-19 01:31:28.887,"What's wit the Daniel Summerhays magic at The Valero? 15 Top 10s in his career, three of them here in the last three years.",daniel summerhays
0,2016-04-19 01:36:26.561,⛳️ NEW POST⛳️ We just published our thoughts and #bettingtips for the @valerotxopen #golfpicks #sportsbetting #bets https://t.co/Ztxqptd76G,phil mickelson
0,2016-04-19 01:36:26.561,⛳️ NEW POST⛳️ We just published our thoughts and #bettingtips for the @valerotxopen #golfpicks #sportsbetting #bets https://t.co/Ztxqptd76G,jason kokrak
0,2016-04-19 01:36:26.561,⛳️ NEW POST⛳️ We just published our thoughts and #bettingtips for the @valerotxopen #golfpicks #sportsbetting #bets https://t.co/Ztxqptd76G,si woo
0,2016-04-19 01:36:26.561,⛳️ NEW POST⛳️ We just published our thoughts and #bettingtips for the @valerotxopen #golfpicks #sportsbetting #bets https://t.co/Ztxqptd76G,branden grace
0,2016-04-19 01:37:19.636,⛳️ NEW POST⛳️ We just published our thoughts and #bettingtips for the @valerotxopen #golfpicks #sportsbetting #bets https://t.co/Ztxqptd76G,phil mickelson
0,2016-04-19 01:39:24.258,"Russell Henley 50/1 - 41st Driving Distance, 9th P4 Scoring, 6th SG Putting. T23 at Harbour Town &amp; T5 in Houston. 2 wins on Bermuda greens.",russell henley
0,2016-04-19 15:13:35.382,"@ThePME matt jones, swafford, stefani",shawn stefani
0,2016-04-19 15:13:35.382,"@ThePME matt jones, swafford, stefani",matt jones
0,2016-04-19 15:13:35.382,"@ThePME matt jones, swafford, stefani",hudson swafford
0,2016-04-19 15:24:29.451,Latest field ▲ at the @valerotxopen: OUT Retief Goosen IN @GregChalmersPGA (alternate),retief goosen
0,2016-04-19 15:24:29.451,Latest field ▲ at the @valerotxopen: OUT Retief Goosen IN @GregChalmersPGA (alternate),greg chalmers
0,2016-04-19 15:39:37.153,Here's my preview of the Valero Texas Open - https://t.co/mT7Bcr3jw3,phil mickelson
0,2016-04-19 15:39:37.153,Here's my preview of the Valero Texas Open - https://t.co/mT7Bcr3jw3,brice garnett
0,2016-04-19 15:39:37.153,Here's my preview of the Valero Texas Open - https://t.co/mT7Bcr3jw3,ricky barnes
0,2016-04-19 15:39:37.153,Here's my preview of the Valero Texas Open - https://t.co/mT7Bcr3jw3,aaron baddeley
0,2016-04-19 18:23:14.536,Happy Aaron Baddeley in cash games week!,chez reavie
0,2016-04-19 18:23:14.536,Happy Aaron Baddeley in cash games week!,aaron baddeley
0,2016-04-20 01:29:05.023,5 Sleepers for the @valerotxopen: https://t.co/cYZrOIUFkG,kevin chappell
0,2016-04-20 01:29:05.023,5 Sleepers for the @valerotxopen: https://t.co/cYZrOIUFkG,andrew loupe
0,2016-04-20 01:29:05.023,5 Sleepers for the @valerotxopen: https://t.co/cYZrOIUFkG,bryce molder
0,2016-04-20 01:29:05.023,5 Sleepers for the @valerotxopen: https://t.co/cYZrOIUFkG,kyle reifers
0,2016-04-20 01:29:05.023,5 Sleepers for the @valerotxopen: https://t.co/cYZrOIUFkG,troy merritt
0,2016-04-20 02:04:20.875,Betting Koepka (22-25) and Rodgers (100-115) this week.,patrick rodgers
0,2016-04-20 02:04:20.875,Betting Koepka (22-25) and Rodgers (100-115) this week.,brooks koepka
