,created_on,sentiment,playerid,player_name
6619,2016-09-07 13:08:45.497,1,40001594,Gary Woodland
6620,2016-09-07 13:20:26.192,1,40000229,Roberto Castro
6621,2016-09-07 13:40:39.751,1,40000010,Adam Scott
6622,2016-09-07 13:40:44.859,1,40000229,Roberto Castro
6623,2016-09-07 13:40:49.196,1,40000358,Jason Dufner
6624,2016-09-07 13:40:54.145,1,40001016,Ryan Moore
6625,2016-09-07 13:40:59.352,1,40001107,Ryan Palmer
6626,2016-09-07 13:49:35.185,1,40000965,Rory McIlroy
6627,2016-09-07 13:49:36.424,1,40000965,Rory McIlroy
6628,2016-09-07 13:49:37.032,1,40000965,Rory McIlroy
6629,2016-09-07 13:49:37.727,1,40000965,Rory McIlroy
6630,2016-09-07 13:49:38.283,1,40000965,Rory McIlroy
6631,2016-09-07 13:49:45.223,1,40000001,Bubba Watson
6632,2016-09-07 13:49:51.930,1,40000002,Patrick Reed
6633,2016-09-07 13:49:52.393,1,40000002,Patrick Reed
6634,2016-09-07 13:49:52.881,1,40000002,Patrick Reed
6635,2016-09-07 13:49:53.272,1,40000002,Patrick Reed
6636,2016-09-07 13:49:59.559,1,40000004,Jordan Spieth
6637,2016-09-07 13:49:59.979,1,40000004,Jordan Spieth
6638,2016-09-07 13:50:00.402,1,40000004,Jordan Spieth
6639,2016-09-07 13:50:06.959,1,40000010,Adam Scott
6640,2016-09-07 13:50:07.327,1,40000010,Adam Scott
6641,2016-09-07 13:50:13.402,1,40000778,Russell Knox
6642,2016-09-07 13:50:21.426,1,40000991,Phil Mickelson
6643,2016-09-07 13:50:27.660,1,40001016,Ryan Moore
6644,2016-09-07 13:50:28.197,1,40001016,Ryan Moore
6645,2016-09-07 13:50:28.675,1,40001016,Ryan Moore
6646,2016-09-07 13:50:29.205,1,40001016,Ryan Moore
6647,2016-09-07 13:50:35.015,1,40001092,Louis Oosthuizen
6648,2016-09-07 13:50:35.471,1,40001092,Louis Oosthuizen
6649,2016-09-07 13:50:41.359,1,40001594,Gary Woodland
6650,2016-09-07 13:55:04.963,1,40000015,Dustin Johnson
6651,2016-09-07 13:55:25.844,1,40000010,Adam Scott
6652,2016-09-07 13:55:57.976,1,40000017,Hideki Matsuyama
6653,2016-09-07 13:56:27.685,1,40000991,Phil Mickelson
6654,2016-09-07 13:56:54.960,1,40000001,Bubba Watson
6655,2016-09-07 13:57:42.970,1,40000778,Russell Knox
6656,2016-09-07 13:57:47.951,1,40000012,Zach Johnson
6657,2016-09-07 13:57:53.333,1,40000423,Tony Finau
6658,2016-09-07 13:57:56.876,1,40001290,Charl Schwartzel
6659,2016-09-07 13:58:18.527,1,40000653,Charles Howell III
6660,2016-09-07 13:58:54.643,1,40000632,Charley Hoffman
6661,2016-09-07 13:58:59.948,1,40001044,Kevin Na
6662,2016-09-07 14:01:00.203,1,40000013,Justin Rose
6663,2016-09-07 14:01:07.051,1,40000003,Rickie Fowler
6664,2016-09-07 14:01:12.813,1,40001092,Louis Oosthuizen
6665,2016-09-07 14:01:17.674,1,40001343,Brandt Snedeker
6666,2016-09-07 14:01:22.533,1,40001369,Brendan Steele
6667,2016-09-07 14:22:13.057,1,40000965,Rory McIlroy
6668,2016-09-07 14:22:19.063,1,40000010,Adam Scott
6669,2016-09-07 14:22:23.884,1,40000012,Zach Johnson
6670,2016-09-07 14:22:29.134,1,40000632,Charley Hoffman
6671,2016-09-07 14:22:33.920,1,40000653,Charles Howell III
6672,2016-09-07 14:22:44.179,1,40000738,Smylie Kaufman
6673,2016-09-07 14:22:54.138,1,40001016,Ryan Moore
6674,2016-09-07 14:23:01.579,1,40001416,Hudson Swafford
6675,2016-09-07 14:23:06.754,1,40001434,Justin Thomas
6676,2016-09-07 14:38:39.483,1,40000011,Chris Kirk
6677,2016-09-07 14:38:40.662,1,40000011,Chris Kirk
6678,2016-09-07 14:39:59.199,1,40000015,Dustin Johnson
6679,2016-09-07 14:40:14.850,1,40000001,Bubba Watson
6680,2016-09-07 14:40:19.535,1,40000002,Patrick Reed
6681,2016-09-07 14:40:25.181,1,40000003,Rickie Fowler
6682,2016-09-07 14:40:30.563,1,40000007,Brooks Koepka
6683,2016-09-07 14:40:35.089,1,40000010,Adam Scott
6684,2016-09-07 14:40:41.339,1,40000314,Jason Day
6685,2016-09-07 14:40:47.265,1,40000479,Sergio Garcia
6686,2016-09-07 14:40:52.657,1,40000540,Emiliano Grillo
6687,2016-09-07 14:41:02.739,1,40000965,Rory McIlroy
6688,2016-09-07 14:41:07.378,1,40000991,Phil Mickelson
6689,2016-09-07 14:41:12.611,1,40001107,Ryan Palmer
6690,2016-09-07 14:43:20.201,1,40000008,J.B. Holmes
6691,2016-09-07 14:43:25.931,1,40000229,Roberto Castro
6692,2016-09-07 14:43:31.149,1,40000423,Tony Finau
6693,2016-09-07 14:43:35.562,1,40000653,Charles Howell III
6694,2016-09-07 14:43:41.019,1,40001044,Kevin Na
6695,2016-09-07 14:43:45.739,1,40001416,Hudson Swafford
6696,2016-09-07 14:43:54.267,1,40001495,Jhonattan Vegas
6697,2016-09-07 14:59:36.992,1,40000229,Roberto Castro
6698,2016-09-07 14:59:42.969,1,40000764,Si Woo Kim
6699,2016-09-07 14:59:47.964,1,40000764,Si Woo Kim
6700,2016-09-07 14:59:53.651,1,40000785,Jason Kokrak
6701,2016-09-07 14:59:58.784,1,40000965,Rory McIlroy
6702,2016-09-07 14:59:59.333,1,40000965,Rory McIlroy
6703,2016-09-07 14:59:59.921,1,40000965,Rory McIlroy
6704,2016-09-07 15:00:05.539,1,40001016,Ryan Moore
6705,2016-09-07 15:08:42.372,1,40000001,Bubba Watson
6706,2016-09-07 15:08:47.047,1,40000115,Daniel Berger
6707,2016-09-07 15:08:51.727,1,40000236,Kevin Chappell
6708,2016-09-07 15:08:56.017,1,40000423,Tony Finau
6709,2016-09-07 15:09:01.827,1,40000540,Emiliano Grillo
6710,2016-09-07 15:09:06.236,1,40000653,Charles Howell III
6711,2016-09-07 15:09:10.849,1,40000885,Jamie Lovemark
6712,2016-09-07 15:09:16.611,1,40001156,Scott Piercy
6713,2016-09-07 15:09:21.971,1,40001290,Charl Schwartzel
6714,2016-09-07 15:09:25.981,1,40001416,Hudson Swafford
6715,2016-09-07 15:09:31.540,1,40001434,Justin Thomas
6716,2016-09-07 15:09:36.579,1,40001594,Gary Woodland
6717,2016-09-07 15:12:53.149,1,40000965,Rory McIlroy
6718,2016-09-07 15:13:00.482,1,40000002,Patrick Reed
6719,2016-09-07 15:13:05.343,1,40000778,Russell Knox
6720,2016-09-07 15:13:10.050,1,40001016,Ryan Moore
6721,2016-09-07 15:28:23.430,1,40000229,Roberto Castro
6722,2016-09-07 15:28:29.384,1,40001215,Kyle Reifers
6723,2016-09-07 15:28:34.485,1,40001405,Daniel Summerhays
6724,2016-09-07 19:41:42.072,1,40000010,Adam Scott
6725,2016-09-07 19:41:50.187,1,40000015,Dustin Johnson
6726,2016-09-07 19:41:55.806,1,40000314,Jason Day
6727,2016-09-07 19:42:03.145,1,40000564,James Hahn
6728,2016-09-07 19:42:10.178,1,40000738,Smylie Kaufman
6729,2016-09-07 19:42:18.415,1,40000785,Jason Kokrak
6730,2016-09-07 19:42:24.369,1,40000954,Graeme McDowell
6731,2016-09-07 19:42:31.400,1,40000959,William McGirt
6732,2016-09-07 19:42:39.938,1,40001016,Ryan Moore
6733,2016-09-07 19:42:46.599,1,40001092,Louis Oosthuizen
6734,2016-09-07 19:42:54.865,1,40001416,Hudson Swafford
6735,2016-09-07 19:43:02.421,1,40001594,Gary Woodland
6736,2016-09-07 19:43:43.861,-1,40000016,Billy Horschel
6737,2016-09-07 19:54:53.032,1,40000001,Bubba Watson
6738,2016-09-07 19:54:57.634,1,40000002,Patrick Reed
6739,2016-09-07 19:55:02.697,1,40000010,Adam Scott
6740,2016-09-07 19:55:08.134,1,40000015,Dustin Johnson
6741,2016-09-07 19:55:16.209,1,40000314,Jason Day
6742,2016-09-07 19:55:24.475,1,40000358,Jason Dufner
6743,2016-09-07 19:55:34.796,1,40000527,Branden Grace
6744,2016-09-07 19:55:40.518,1,40000778,Russell Knox
6745,2016-09-07 19:55:46.749,1,40001290,Charl Schwartzel
6746,2016-09-07 19:55:53.291,1,40001416,Hudson Swafford
6747,2016-09-18 00:40:18.037,1,40000764,Si Woo Kim
6748,2016-09-18 00:40:36.703,1,40001343,Brandt Snedeker
6749,2016-09-19 15:48:59.668,1,40000236,Kevin Chappell
6750,2016-09-19 15:49:05.480,1,40000764,Si Woo Kim
6751,2016-09-19 16:24:47.744,1,40000002,Patrick Reed
6752,2016-09-19 16:24:52.776,1,40000004,Jordan Spieth
6753,2016-09-19 16:24:58.137,1,40000015,Dustin Johnson
6754,2016-09-19 16:25:12.568,1,40000017,Hideki Matsuyama
6755,2016-09-19 16:25:20.547,1,40000115,Daniel Berger
6756,2016-09-19 16:25:25.796,1,40000229,Roberto Castro
6757,2016-09-19 16:25:30.772,1,40000314,Jason Day
6758,2016-09-19 16:25:35.986,1,40000358,Jason Dufner
6759,2016-09-19 16:25:42.741,1,40000778,Russell Knox
6760,2016-09-19 16:25:48.920,1,40000991,Phil Mickelson
6761,2016-09-19 16:25:53.697,1,40001044,Kevin Na
6762,2016-09-19 16:26:28.243,1,40001290,Charl Schwartzel
6763,2016-09-19 16:26:34.441,1,40001071,Sean O'Hair
6764,2016-09-19 16:26:40.064,1,40001290,Charl Schwartzel
6765,2016-09-19 16:26:46.547,1,40001343,Brandt Snedeker
6766,2016-09-19 16:27:39.829,1,40000764,Si Woo Kim
6767,2016-09-19 16:27:45.988,1,40000770,Kevin Kisner
6768,2016-09-19 16:27:50.526,1,40000959,William McGirt
6769,2016-09-19 16:27:55.024,1,40001016,Ryan Moore
6770,2016-09-19 17:29:37.116,-1,40000002,Patrick Reed
6771,2016-09-19 17:29:41.219,-1,40000314,Jason Day
6772,2016-09-19 17:29:45.996,-1,40000770,Kevin Kisner
6773,2016-09-19 17:29:56.144,1,40000004,Jordan Spieth
6774,2016-09-19 17:30:04.675,1,40000004,Jordan Spieth
6775,2016-09-19 17:30:25.000,1,40000010,Adam Scott
6776,2016-09-19 17:30:25.908,1,40000010,Adam Scott
6777,2016-09-19 17:30:34.091,1,40000015,Dustin Johnson
6778,2016-09-19 17:30:38.725,1,40000115,Daniel Berger
6779,2016-09-19 17:30:43.818,1,40000229,Roberto Castro
6780,2016-09-19 17:30:50.652,1,40000358,Jason Dufner
6781,2016-09-19 17:30:57.068,1,40000540,Emiliano Grillo
6782,2016-09-19 17:31:02.555,1,40000770,Kevin Kisner
6783,2016-09-19 17:31:12.727,1,40000991,Phil Mickelson
6784,2016-09-19 17:31:18.246,1,40001016,Ryan Moore
6785,2016-09-19 17:31:24.336,1,40001071,Sean O'Hair
6786,2016-09-19 17:33:54.929,1,40000229,Roberto Castro
6787,2016-09-19 17:33:55.982,1,40000229,Roberto Castro
6788,2016-09-19 18:45:53.691,1,40001016,Ryan Moore
6789,2016-09-20 16:05:26.381,1,40000314,Jason Day
6790,2016-09-20 16:05:32.841,1,40000002,Patrick Reed
6791,2016-09-20 16:05:38.244,1,40000004,Jordan Spieth
6792,2016-09-20 16:05:44.353,1,40000006,Paul Casey
6793,2016-09-20 16:05:50.160,1,40000008,J.B. Holmes
6794,2016-09-20 16:05:57.187,1,40000010,Adam Scott
6795,2016-09-20 16:06:14.381,1,40000015,Dustin Johnson
6796,2016-09-20 16:06:21.377,1,40000017,Hideki Matsuyama
6797,2016-09-20 16:06:29.058,1,40000115,Daniel Berger
6798,2016-09-20 16:06:46.757,1,40000764,Si Woo Kim
6799,2016-09-20 16:06:52.274,1,40001016,Ryan Moore
6800,2016-09-20 16:07:00.171,1,40001044,Kevin Na
6801,2016-09-20 16:07:06.573,1,40001343,Brandt Snedeker
6802,2016-09-20 16:11:22.742,1,40000314,Jason Day
6803,2016-09-20 16:11:28.253,1,40000004,Jordan Spieth
6804,2016-09-20 16:11:33.086,1,40000009,Jimmy Walker
6805,2016-09-20 16:11:39.254,1,40000540,Emiliano Grillo
6806,2016-09-20 16:11:46.798,1,40000778,Russell Knox
6807,2016-09-20 16:11:53.232,1,40000959,William McGirt
6808,2016-09-20 16:14:53.899,1,40000010,Adam Scott
6809,2016-09-20 16:14:58.592,1,40000006,Paul Casey
6810,2016-09-20 16:15:04.623,1,40000009,Jimmy Walker
6811,2016-09-20 16:15:18.623,1,40000014,Matt Kuchar
6812,2016-09-20 16:15:24.197,1,40000540,Emiliano Grillo
6813,2016-09-20 16:15:29.370,1,40001016,Ryan Moore
6814,2016-09-20 16:19:36.304,1,40000004,Jordan Spieth
6815,2016-09-20 16:19:43.260,1,40001016,Ryan Moore
6816,2016-09-20 16:19:50.263,1,40001290,Charl Schwartzel
6817,2016-09-20 16:21:23.789,1,40000015,Dustin Johnson
6818,2016-09-20 16:21:30.287,1,40000001,Bubba Watson
6819,2016-09-20 16:21:36.535,1,40000002,Patrick Reed
6820,2016-09-20 16:21:40.985,1,40000004,Jordan Spieth
6821,2016-09-20 16:21:46.761,1,40000006,Paul Casey
6822,2016-09-20 16:21:51.890,1,40000229,Roberto Castro
6823,2016-09-20 16:21:57.086,1,40001016,Ryan Moore
6824,2016-09-20 16:49:27.368,1,40000004,Jordan Spieth
6825,2016-09-20 16:49:29.055,1,40000006,Paul Casey
6826,2016-09-20 16:49:34.289,1,40000006,Paul Casey
6827,2016-09-20 16:49:34.916,1,40000002,Patrick Reed
6828,2016-09-20 16:49:42.584,1,40000010,Adam Scott
6829,2016-09-20 16:49:45.009,1,40000010,Adam Scott
6830,2016-09-20 16:49:49.751,1,40000015,Dustin Johnson
6831,2016-09-20 16:49:55.181,1,40000540,Emiliano Grillo
6832,2016-09-20 16:49:59.614,1,40000006,Paul Casey
6833,2016-09-20 16:49:59.709,1,40000764,Si Woo Kim
6834,2016-09-20 16:50:07.629,1,40000014,Matt Kuchar
6835,2016-09-20 16:50:14.466,1,40000229,Roberto Castro
6836,2016-09-20 16:50:19.628,1,40001343,Brandt Snedeker
6837,2016-09-20 17:39:34.410,-1,40000965,Rory McIlroy
6838,2016-09-20 17:39:40.769,-1,40001594,Gary Woodland
6839,2016-09-20 17:39:46.917,1,40000004,Jordan Spieth
6840,2016-09-20 17:39:55.024,1,40000006,Paul Casey
6841,2016-09-20 17:40:01.385,1,40000010,Adam Scott
6842,2016-09-20 17:40:07.747,1,40000314,Jason Day
6843,2016-09-20 17:40:13.113,1,40000358,Jason Dufner
6844,2016-09-20 17:40:21.257,1,40000764,Si Woo Kim
6845,2016-09-20 17:40:27.809,1,40000991,Phil Mickelson
6846,2016-09-20 18:13:26.153,1,40000015,Dustin Johnson
6847,2016-09-20 18:13:31.646,1,40000004,Jordan Spieth
6848,2016-09-20 18:13:36.772,1,40000006,Paul Casey
6849,2016-09-20 18:13:42.673,1,40000009,Jimmy Walker
6850,2016-09-20 18:13:57.118,1,40000010,Adam Scott
6851,2016-09-20 18:14:04.281,1,40000229,Roberto Castro
6852,2016-09-20 18:14:11.149,1,40000314,Jason Day
6853,2016-09-20 18:14:17.736,1,40000991,Phil Mickelson
6854,2016-09-20 18:14:24.291,1,40001016,Ryan Moore
6855,2016-09-20 18:14:31.315,1,40001071,Sean O'Hair
6856,2016-09-20 18:14:38.992,1,40001290,Charl Schwartzel
6857,2016-09-20 18:14:45.187,1,40001495,Jhonattan Vegas
6858,2016-09-20 18:16:04.307,1,40000778,Russell Knox
6859,2016-09-20 18:16:10.608,1,40000017,Hideki Matsuyama
6860,2016-09-20 18:16:16.412,1,40000115,Daniel Berger
6861,2016-09-20 18:16:21.680,1,40000236,Kevin Chappell
6862,2016-09-20 18:16:28.325,1,40000764,Si Woo Kim
6863,2016-09-20 18:16:34.746,1,40000770,Kevin Kisner
6864,2016-09-20 18:16:39.953,1,40001016,Ryan Moore
6865,2016-09-20 19:05:19.759,1,40000004,Jordan Spieth
6866,2016-09-20 19:05:28.377,1,40000115,Daniel Berger
6867,2016-09-20 19:05:34.518,1,40000778,Russell Knox
6868,2016-09-20 23:40:43.510,1,40000015,Dustin Johnson
6869,2016-09-20 23:40:48.217,1,40000002,Patrick Reed
6870,2016-09-20 23:40:53.401,1,40000006,Paul Casey
6871,2016-09-20 23:41:00.705,1,40000010,Adam Scott
6872,2016-09-20 23:41:09.929,1,40000017,Hideki Matsuyama
6873,2016-09-20 23:41:17.538,1,40000115,Daniel Berger
6874,2016-09-20 23:41:29.970,1,40000314,Jason Day
6875,2016-09-20 23:41:44.297,1,40000764,Si Woo Kim
6876,2016-09-20 23:41:50.632,1,40000778,Russell Knox
6877,2016-09-20 23:42:02.133,1,40001044,Kevin Na
6878,2016-09-20 23:42:12.327,1,40001290,Charl Schwartzel
6879,2016-09-20 23:42:23.309,1,40001343,Brandt Snedeker
6880,2016-09-21 01:12:50.811,1,40000004,Jordan Spieth
6881,2016-09-21 01:12:55.839,1,40000770,Kevin Kisner
6882,2016-09-21 01:17:24.777,1,40000004,Jordan Spieth
6883,2016-09-21 01:17:25.601,1,40000004,Jordan Spieth
6884,2016-09-21 01:17:26.393,1,40000004,Jordan Spieth
6885,2016-09-21 01:17:34.015,1,40000015,Dustin Johnson
6886,2016-09-21 01:17:42.933,1,40000991,Phil Mickelson
6887,2016-09-21 01:17:50.144,1,40001044,Kevin Na
6888,2016-09-21 01:17:56.097,1,40001290,Charl Schwartzel
6889,2016-09-21 01:18:03.159,1,40001343,Brandt Snedeker
6890,2016-09-21 01:39:16.371,1,40000015,Dustin Johnson
6891,2016-09-21 01:39:17.332,1,40000015,Dustin Johnson
6892,2016-09-21 01:39:23.139,1,40000314,Jason Day
6893,2016-09-21 01:39:28.189,1,40000010,Adam Scott
6894,2016-09-21 01:39:34.791,1,40000004,Jordan Spieth
6895,2016-09-21 01:39:47.500,1,40000002,Patrick Reed
6896,2016-09-21 13:21:03.674,-1,40000014,Matt Kuchar
6897,2016-09-21 13:21:16.183,-1,40000991,Phil Mickelson
6898,2016-09-21 13:21:29.360,-1,40001594,Gary Woodland
6899,2016-09-21 13:21:48.386,-1,40001290,Charl Schwartzel
6900,2016-09-21 13:21:58.682,-1,40000236,Kevin Chappell
6901,2016-09-21 13:22:09.598,-1,40001495,Jhonattan Vegas
6902,2016-09-21 13:22:19.326,-1,40001044,Kevin Na
6903,2016-09-21 13:22:37.597,-1,40000358,Jason Dufner
6904,2016-09-21 13:22:53.680,-1,40000959,William McGirt
6905,2016-09-21 13:23:03.331,-1,40001071,Sean O'Hair
6906,2016-09-21 15:54:09.684,1,40000002,Patrick Reed
6907,2016-09-21 15:54:17.122,1,40000004,Jordan Spieth
6908,2016-09-21 15:54:24.037,1,40000115,Daniel Berger
6909,2016-09-21 15:54:31.355,1,40000540,Emiliano Grillo
6910,2016-09-21 15:54:39.461,1,40000770,Kevin Kisner
6911,2016-09-21 15:54:47.511,1,40001016,Ryan Moore
6912,2016-09-21 15:54:54.169,1,40001290,Charl Schwartzel
6913,2016-09-21 19:15:54.811,1,40000010,Adam Scott
6914,2016-09-21 19:16:02.754,1,40000002,Patrick Reed
6915,2016-09-21 19:16:08.185,1,40000009,Jimmy Walker
6916,2016-09-21 19:16:18.230,1,40000764,Si Woo Kim
6917,2016-09-21 19:26:18.082,1,40000115,Daniel Berger
6918,2016-09-21 19:26:25.152,1,40000004,Jordan Spieth
6919,2016-09-21 19:26:31.013,1,40000314,Jason Day
6920,2016-09-21 19:26:36.544,1,40000778,Russell Knox
6921,2016-09-21 19:26:43.611,1,40000959,William McGirt
6922,2016-09-21 19:26:50.162,1,40001594,Gary Woodland
6923,2016-09-21 19:30:23.577,1,40000006,Paul Casey
6924,2016-09-21 19:30:29.727,1,40000009,Jimmy Walker
6925,2016-09-21 19:30:34.138,1,40000015,Dustin Johnson
6926,2016-09-21 19:30:40.298,1,40000540,Emiliano Grillo
6927,2016-09-21 19:30:48.686,1,40000764,Si Woo Kim
6928,2016-09-21 19:30:53.693,1,40001434,Justin Thomas
6929,2016-09-21 19:36:41.980,1,40000006,Paul Casey
6930,2016-09-21 19:36:46.844,1,40000015,Dustin Johnson
6931,2016-09-21 19:36:52.468,1,40000229,Roberto Castro
6932,2016-09-21 19:39:22.984,1,40000010,Adam Scott
6933,2016-09-21 19:39:27.650,1,40000006,Paul Casey
6934,2016-09-21 19:39:32.557,1,40000009,Jimmy Walker
6935,2016-09-21 19:39:37.383,1,40000115,Daniel Berger
6936,2016-09-21 19:39:41.610,1,40001594,Gary Woodland
6937,2016-10-11 10:51:48.258,1,40001434,Justin Thomas
6938,2016-10-11 10:56:10.431,1,40000152,Keegan Bradley
6939,2016-10-11 10:56:19.334,1,40000229,Roberto Castro
6940,2016-10-11 10:56:25.514,1,40001211,Chez Reavie
6941,2016-10-11 10:56:35.154,1,40001353,J.J. Spaun
6942,2016-10-11 11:00:47.747,1,40000322,Bryson DeChambeau
6943,2016-10-11 11:00:53.967,1,40000563,Brandon Hagy
6944,2016-10-11 11:00:59.526,1,40000866,Nicholas Lindheim
6945,2016-10-11 11:01:04.588,1,40001205,Jonathan Randolph
6946,2016-10-11 11:01:14.352,1,40001353,J.J. Spaun
6947,2016-10-11 11:01:19.010,1,40001638,Xander Schauffele
6948,2016-10-11 11:01:24.324,1,40002362,Aaron Wise
6949,2016-10-11 13:32:58.170,1,40000322,Bryson DeChambeau
6950,2016-10-11 13:33:04.184,1,40000423,Tony Finau
6951,2016-10-11 13:33:10.726,1,40001038,Grayson Murray
6952,2016-10-11 13:33:14.842,1,40001044,Kevin Na
6953,2016-10-11 13:33:18.418,1,40001666,Wesley Bryan
6954,2016-10-11 18:33:22.853,1,40000006,Paul Casey
6955,2016-10-11 18:33:25.732,-1,40000006,Paul Casey
6956,2016-10-11 18:33:35.052,1,40000298,Jon Curran
6957,2016-10-11 18:33:41.577,1,40000387,Harris English
6958,2016-10-11 18:33:50.683,1,40000423,Tony Finau
6959,2016-10-11 18:33:56.888,1,40000540,Emiliano Grillo
6960,2016-10-11 18:34:04.550,1,40000632,Charley Hoffman
6961,2016-10-11 18:34:15.979,1,40000653,Charles Howell III
6962,2016-10-11 18:34:35.939,1,40000785,Jason Kokrak
6963,2016-10-11 18:34:42.054,1,40000802,Martin Laird
6964,2016-10-11 18:34:49.874,1,40000869,Luke List
6965,2016-10-11 18:34:58.958,1,40001199,Jon Rahm
6966,2016-10-11 18:35:05.024,1,40001211,Chez Reavie
6967,2016-10-11 18:35:10.524,1,40001215,Kyle Reifers
6968,2016-10-11 18:35:16.813,1,40001296,John Senden
6969,2016-10-11 18:35:22.406,1,40001416,Hudson Swafford
6970,2016-10-11 18:55:06.690,1,40000006,Paul Casey
6971,2016-10-11 18:55:26.216,1,40001044,Kevin Na
6972,2016-10-11 18:55:37.787,1,40001199,Jon Rahm
6973,2016-10-11 18:55:51.704,-1,40000014,Matt Kuchar
6974,2016-10-11 18:57:32.636,1,40000785,Jason Kokrak
6975,2016-10-11 18:57:46.541,1,40001666,Wesley Bryan
6976,2016-10-11 18:58:56.149,1,40000833,Danny Lee
6977,2016-10-11 18:59:24.139,1,40001416,Hudson Swafford
6978,2016-10-11 18:59:37.469,1,40000152,Keegan Bradley
6979,2016-10-11 18:59:51.524,1,40001313,Webb Simpson
6980,2016-10-11 19:01:00.741,-1,40000585,Brian Harman
6981,2016-10-11 19:01:37.327,1,40000653,Charles Howell III
6982,2016-10-11 19:04:35.799,1,40000484,Robert Garrigus
6983,2016-10-11 19:04:36.699,1,40000484,Robert Garrigus
6984,2016-10-11 19:04:52.575,1,40001109,Cheng Tsung Pan
6985,2016-10-11 19:05:05.793,1,40001038,Grayson Murray
6986,2016-10-11 19:06:03.312,1,40001638,Xander Schauffele
6987,2016-10-11 19:06:06.882,1,40001638,Xander Schauffele
6988,2016-10-11 19:08:31.915,1,40001425,Vaughn Taylor
6989,2016-10-11 19:08:43.703,1,40000135,Ryan Blaum
6990,2016-10-11 19:09:50.589,1,40000516,Andres Gonzales
6991,2016-10-11 19:10:05.908,1,40001283,Ollie Schniederjans
6992,2016-10-11 19:10:30.125,1,40000762,Meen Whee Kim
6993,2016-10-11 19:12:33.881,1,40000885,Jamie Lovemark
6994,2016-10-11 19:12:53.920,-1,40000322,Bryson DeChambeau
6995,2016-10-11 19:13:31.138,1,40000229,Roberto Castro
6996,2016-10-11 19:15:06.684,1,40000423,Tony Finau
6997,2016-10-11 19:21:29.605,1,40000006,Paul Casey
6998,2016-10-11 19:21:35.891,1,40000653,Charles Howell III
6999,2016-10-11 19:21:40.185,1,40001038,Grayson Murray
7000,2016-10-11 19:21:44.995,1,40001199,Jon Rahm
7001,2016-10-11 19:22:11.856,1,40001232,Patrick Rodgers
7002,2016-10-11 19:22:16.734,1,40001416,Hudson Swafford
7003,2016-10-11 19:22:20.680,1,40001666,Wesley Bryan
7004,2016-10-12 14:12:18.359,1,40001434,Justin Thomas
7005,2016-10-12 14:13:29.470,1,40001199,Jon Rahm
7006,2016-10-12 14:25:05.246,1,40000423,Tony Finau
7007,2016-10-12 14:25:09.870,1,40000540,Emiliano Grillo
7008,2016-10-12 14:25:14.866,1,40000653,Charles Howell III
7009,2016-10-12 14:25:20.214,1,40000785,Jason Kokrak
7010,2016-10-12 14:25:24.797,1,40001038,Grayson Murray
7011,2016-10-12 14:25:29.789,1,40001044,Kevin Na
7012,2016-10-12 14:25:34.035,1,40001199,Jon Rahm
7013,2016-10-12 14:25:38.798,1,40001283,Ollie Schniederjans
7014,2016-10-12 14:25:43.186,1,40001416,Hudson Swafford
7015,2016-10-12 14:25:47.404,1,40001434,Justin Thomas
7016,2016-10-12 14:25:52.385,1,40001666,Wesley Bryan
7017,2016-10-12 14:26:01.484,1,40002362,Aaron Wise
7018,2016-10-12 14:55:38.383,1,40000006,Paul Casey
7019,2016-10-12 14:55:42.751,1,40000014,Matt Kuchar
7020,2016-10-12 14:55:46.644,1,40000540,Emiliano Grillo
7021,2016-10-12 14:55:50.234,1,40001044,Kevin Na
7022,2016-10-12 14:55:53.801,1,40001199,Jon Rahm
7023,2016-10-12 14:55:57.498,1,40001434,Justin Thomas
7024,2016-10-12 14:58:49.663,1,40000006,Paul Casey
7025,2016-10-12 14:58:53.437,1,40000014,Matt Kuchar
7026,2016-10-12 14:59:09.971,1,40000540,Emiliano Grillo
7027,2016-10-12 14:59:26.253,1,40001333,Cameron Smith
7028,2016-10-12 14:59:31.640,1,40001434,Justin Thomas
7029,2016-10-12 14:59:38.283,1,40001495,Jhonattan Vegas
7030,2016-10-12 14:59:58.706,1,40000006,Paul Casey
7031,2016-10-12 15:00:04.799,1,40000991,Phil Mickelson
7032,2016-10-12 15:00:17.313,1,40001038,Grayson Murray
7033,2016-10-12 15:00:22.239,1,40001044,Kevin Na
7034,2016-10-12 15:00:27.848,1,40001434,Justin Thomas
7035,2016-10-12 15:00:38.602,1,40002362,Aaron Wise
7036,2016-10-12 15:06:38.896,1,40000006,Paul Casey
7037,2016-10-12 15:06:39.796,1,40000006,Paul Casey
7038,2016-10-12 15:06:40.687,1,40000006,Paul Casey
7039,2016-10-12 15:08:01.197,1,40001439,Michael Thompson
7040,2016-10-12 15:08:15.686,-1,40001333,Cameron Smith
7041,2016-10-12 15:08:34.335,-1,40001405,Daniel Summerhays
7042,2016-10-12 15:08:48.745,-1,40001156,Scott Piercy
7043,2016-10-12 15:09:00.308,-1,40000738,Smylie Kaufman
7044,2016-10-12 15:09:11.182,-1,40001313,Webb Simpson
7045,2016-10-12 16:56:43.650,1,40001199,Jon Rahm
7046,2016-10-12 16:56:48.691,1,40000423,Tony Finau
7047,2016-10-12 16:56:54.217,1,40000653,Charles Howell III
7048,2016-10-12 16:56:58.466,1,40000785,Jason Kokrak
